LFQ intensity 1	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 19	LFQ intensity 2	LFQ intensity 20	LFQ intensity 21	LFQ intensity 22	LFQ intensity 23	LFQ intensity 24	LFQ intensity 25	LFQ intensity 26	LFQ intensity 27	LFQ intensity 28	LFQ intensity 29	LFQ intensity 3	LFQ intensity 30	LFQ intensity 31	LFQ intensity 32	LFQ intensity 33	LFQ intensity 34	LFQ intensity 35	LFQ intensity 36	LFQ intensity 37	LFQ intensity 38	LFQ intensity 39	LFQ intensity 4	LFQ intensity 40	LFQ intensity 41	LFQ intensity 42	LFQ intensity 43	LFQ intensity 44	LFQ intensity 45	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	N: N: Peptides	N: N: Razor + unique peptides	N: N: Unique peptides	N: N: Sequence coverage [%]	N: N: Unique + razor sequence coverage [%]	N: N: Unique sequence coverage [%]	N: N: Mol, weight [kDa]	N: N: Q-value	N: N: Score	N: N: Intensity	N: N: MS/MS count	T: T: Protein IDs	T: T: Majority protein IDs	T: T: Protein names	T: T: Gene names
26,3551	25,473	21,1928	26,7162	21,7627	26,3983	26,6047	26,6312	26,2773	26,62	26,7996	26,6457	26,4243	26,3704	26,4295	26,3535	26,2116	27,1505	26,8032	27,0321	26,3393	26,5595	26,332	26,3344	26,4234	26,5281	26,6623	26,6655	26,7071	26,2424	26,4632	26,7192	26,683	26,5936	26,6026	26,5759	26,9704	26,4613	23,2219	26,3099	26,4431	26,4234	26,0769	25,5019	25,8883	6	6	6	338	338	338	1606	0	47372	6797500000	222	P39019	P39019	40S ribosomal protein S19	RPS19
28,2928	27,5104	28,315	28,0606	27,7203	27,737	28,2319	28,064	27,982	28,1063	28,1413	28,3885	28,0123	28,8192	28,4724	28,5531	28,5257	28,8242	28,882	28,7745	28,7134	28,6953	27,9078	28,6733	28,7958	28,7452	28,7578	28,6363	28,8528	28,7968	28,8496	28,63	28,6809	28,3342	29,029	29,0649	29,1618	29,2806	28,768	29,5175	27,8169	27,8472	27,8416	27,4356	27,9292	10	10	10	278	278	278	46108	0	16085	24801000000	553	P39023	P39023	60S ribosomal protein L3	RPL3
24,1181	24,2282	22,378	24,2373	24,6265	24,5315	21,6166	24,61	24,3604	24,5916	24,4958	20,6463	24,6128	22,8683	22,2555	23,0072	23,0157	21,7909	22,9114	22,8171	22,7456	21,5659	24,5232	21,6051	21,7664	22,3862	23,1064	22,2728	22,6878	22,1853	22,7511	22,9551	23,3255	24,3278	22,6288	22,8102	22,848	22,379	22,6178	23,7879	24,477	24,2517	24,4225	24,1728	24,6384	8	8	8	102	102	102	14172	59844	17697	665730000	52	P39059	P39059	Collagen alpha-1(XV) chain;Restin;Restin-2;Restin-3;Restin-4	COL15A1
24,0192	22,4149	22,428	24,4528	22,353	24,4318	22,4294	24,3811	24,5012	24,4449	24,5999	24,0323	24,5751	22,3329	23,8344	22,2025	22,2683	21,31	22,0081	22,7864	23,3144	23,1205	24,6067	23,6982	22,13	21,6594	22,6204	21,3445	23,1914	21,5866	24,5462	24,6008	21,6304	22,5595	24,6866	24,2476	20,9312	23,2619	24,7326	23,8113	24,5231	21,7639	21,5413	24,7033	24,6497	9	9	9	12	12	12	13576	58343	1646	944780000	35	P39060-2;P39060-1;P39060	P39060-2;P39060-1;P39060	Collagen alpha-1(XVIII) chain;Endostatin	COL18A1
28,5059	28,6963	28,5707	28,6463	28,5849	28,6081	28,7918	28,7878	28,7068	28,6246	28,5926	28,4394	28,5244	28,7243	28,6604	28,3369	28,3896	28,3436	28,529	28,3773	28,3752	28,2897	28,0796	28,256	28,4023	28,3831	28,135	28,2831	28,3341	28,2992	28,4974	28,3974	28,1049	28,3289	28,2832	28,4113	28,0813	27,9498	27,9869	28,2297	28,7184	28,4082	28,6085	28,7253	28,604	13	13	13	463	463	463	508	0	32331	26758000000	993	P39656;P39656-3;P39656-2	P39656;P39656-3;P39656-2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	DDOST
26,0076	25,9881	25,8695	25,8444	25,9069	25,6381	25,7067	25,8062	25,9125	26,058	25,806	25,9077	25,9155	25,9097	25,9718	26,1991	26,0616	26,0171	26,213	25,8438	26,1561	26,2906	26,0743	26,2582	26,2332	25,9849	26,0962	26,1298	26,2294	26,2899	26,2018	26,4275	26,4446	25,9864	26,5809	26,6889	26,5992	26,7297	27,1016	26,8513	26,038	25,8028	26,0799	25,7266	25,5683	7	7	5	297	297	205	28585	0	22679	4987800000	155	P39687;O43423;O95626	P39687	Acidic leucine-rich nuclear phosphoprotein 32 family member A	ANP32A
25,2269	24,8265	24,909	23,7556	25,5303	24,9079	24,7018	24,3035	24,0947	24,3249	24,2757	21,7201	24,9064	24,1629	25,1327	24,9136	25,2072	24,5552	23,9779	25,7404	24,6175	24,9953	25,6949	24,8294	25,3061	25,0754	25,0648	25,2576	22,147	25,0509	24,7937	25,0363	24,5792	25,0187	24,6735	24,6962	24,906	24,8954	25,0823	23,6291	24,7612	24,8146	24,8625	24,4419	24,0926	7	7	7	321	321	321	36856	0	1554	2225900000	150	P40121-2;P40121	P40121-2;P40121	Macrophage-capping protein	CAPG
24,6522	25,2117	25,2657	25,1797	25,0536	24,9624	25,198	24,9659	24,945	24,9723	25,2056	24,4881	24,7516	24,8285	25,1879	25,0087	24,8327	24,533	24,714	24,5511	24,7368	24,9532	25,6281	25,0732	25,019	25,001	22,6678	24,7796	24,4661	24,938	21,689	24,3915	22,3873	24,7831	24,2659	24,3418	22,649	24,5727	23,0314	24,5993	21,9407	24,981	25,2213	25,2881	25,1795	11	10	10	291	275	275	52823	60643	18365	2304600000	115	P40123;P40123-2;P40123-3	P40123;P40123-2;P40123-3	Adenylyl cyclase-associated protein 2	CAP2
22,9489	20,9824	22,7575	21,8894	22,5749	22,4547	23,2456	22,593	22,6287	22,5536	22,5389	21,2022	22,8259	21,812	21,7211	21,3304	23,0479	23,7619	23,1547	21,4971	23,0741	21,702	23,3902	23,086	22,4379	22,6154	22,7134	20,7005	22,0855	24,0458	22,891	21,8043	23,3549	23,6533	21,6782	23,0434	22,4906	23,3806	23,8399	25,542	23,1408	22,3878	21,9682	23,4791	22,2513	3	3	3	69	69	69	96275	4995	10227	212830000	19	P40189-3;P40189	P40189-3;P40189	Interleukin-6 receptor subunit beta	IL6ST
23,355	23,367	23,0693	23,5264	22,5313	23,2648	21,1569	21,9524	23,6139	22,4767	21,2671	21,4888	24,3726	22,3338	20,7011	22,568	23,3661	22,104	23,0888	21,8167	23,1367	22,2914	23,6173	22,5427	22,2514	21,4846	22,8113	23,0613	22,0344	22,3904	22,5193	22,5102	22,0736	21,6491	22,6221	22,3411	22,6957	22,6903	22,7485	24,0623	22,3293	20,9167	21,4914	21,4319	21,078	3	3	3	77	77	77	6189	1703	27934	36928000	10	P40222	P40222	Alpha-taxilin	TXLNA
28,0237	27,9713	28,0647	28,0042	28,2319	27,9617	27,8043	27,8651	27,9967	28,0043	27,9133	27,9266	27,9416	27,8243	27,9139	27,8213	28,0953	27,8705	27,7698	28,1554	27,817	27,9865	27,9484	27,8789	28,0256	28,071	27,895	28,3684	28,1667	28,316	27,6738	28,0739	28,2841	28,0342	28,1141	28,1991	28,8356	28,5311	28,8163	28,9628	27,6946	27,7526	27,7776	27,8187	27,4734	15	15	11	318	318	247	58024	0	67817	16779000000	483	P40227;P40227-2	P40227;P40227-2	T-complex protein 1 subunit zeta	CCT6A
29,869	30,1642	30,3518	30,2668	30,2042	30,0587	30,4829	30,2977	30,2003	30,1906	30,2515	30,0756	30,0793	30,3054	30,1888	30,3392	30,3218	30,2519	30,449	29,8258	30,3378	30,2843	30,0976	30,2154	30,1714	30,3774	30,045	30,1895	30,3741	30,3583	30,3019	30,1875	30,2063	29,9505	30,3805	30,3571	30,2842	30,1914	29,9074	30,0597	29,8893	30,045	30,1215	30,1821	30,3616	10	10	10	53	53	53	29574	0	32331	86975000000	943	P40261	P40261	Nicotinamide N-methyltransferase	NNMT
21,9708	21,2995	24,6168	22,8973	21,3551	22,17	22,5166	22,1692	22,824	22,2298	22,3405	22,7983	22,9714	22,6481	25,321	24,9426	23,2467	22,4879	24,4216	21,5835	20,9154	24,6351	22,6854	23,2693	21,2772	24,3288	22,5923	24,7247	24,6033	21,4247	21,8261	24,2097	22,4362	22,4544	24,8484	22,9074	24,2113	24,4382	22,5442	25,1807	22,5745	21,6697	21,8348	21,6288	21,1353	2	2	2	114	114	114	28936	0	59971	1095400000	51	P40306	P40306	Proteasome subunit beta type-10	PSMB10
28,1088	27,5907	28,1778	28,2327	27,8156	27,9149	27,9033	27,874	28,1247	28,1272	27,9031	27,7544	27,9738	28,6872	28,4158	28,4226	28,69	28,8205	28,8508	28,6495	28,5804	28,5125	27,5808	28,5966	28,7239	28,8049	28,5906	28,774	29,0157	28,9247	28,5575	28,8286	29,0016	28,1549	28,7695	28,9613	29,2997	28,9716	28,878	28,5119	27,6885	27,9156	27,828	27,7062	27,6867	6	6	6	281	281	281	23577	0	96768	23829000000	350	P40429;Q6NVV1	P40429	60S ribosomal protein L13a	RPL13A
26,0069	26,329	26,2364	26,1797	26,0216	26,2259	26,2922	26,2038	26,2654	26,0531	26,1142	25,8127	26,1577	25,9446	25,9029	26,1766	26,0531	25,7091	26,0313	25,87	26,03	25,7465	25,9746	25,8235	25,7371	25,7085	25,9242	25,5656	25,711	25,6334	25,7079	25,3938	25,4316	25,8945	25,6023	25,6748	25,0358	25,2235	24,9921	24,7554	26,2783	26,2112	26,0689	26,4153	26,4223	5	5	5	329	329	329	18565	0	76871	4809300000	235	P40616-2;P40616	P40616-2;P40616	ADP-ribosylation factor-like protein 1	ARL1
22,9365	24,5077	24,4269	24,4468	24,6259	24,8039	25,0268	24,7562	24,6256	24,8668	24,4569	24,673	24,7179	24,6483	24,5571	25,0426	24,9434	25,0048	24,7656	24,4516	24,4873	24,3974	22,6624	24,6134	24,7045	24,53	23,3964	24,4835	24,6752	24,4815	24,2257	24,3441	22,5269	24,4804	24,6328	24,1533	23,9843	24,1476	24,3901	24,1456	24,9558	25,1071	21,2139	25,0033	24,8059	13	13	13	269	269	269	83125	0	13776	1988800000	167	P40763-3;P40763-2;P40763	P40763-3;P40763-2;P40763	Signal transducer and activator of transcription 3	STAT3
23,4133	21,9731	21,6499	22,1203	22,0664	21,5403	22,7954	22,1114	22,0657	21,9936	20,9846	22,2041	23,2418	22,1136	22,1623	22,3592	22,9024	21,2182	24,0004	21,3536	21,5527	21,8959	22,3036	22,2321	22,8104	21,9112	24,0869	21,9799	21,3016	22,976	21,1813	22,3381	22,5684	23,3137	21,8801	21,5945	22,6182	22,8266	23,9274	24,6724	21,7224	22,5348	20,9286	22,1007	21,7339	1	1	1	17	17	17	11508	38052	42118	132510000	0	P40818-2;P40818	P40818-2;P40818	Ubiquitin carboxyl-terminal hydrolase 8	USP8
22,4977	22,1986	24,2004	22,5231	22,4307	22,4985	22,1205	22,3725	22,551	23,2069	22,5753	23,015	21,8295	22,5818	22,1519	21,4649	23,5755	22,7102	21,0153	21,3716	22,9636	22,8149	23,4683	22,7203	22,3332	21,9662	23,4424	21,9746	22,3134	21,8516	21,2776	22,8297	21,8366	21,4644	22,3104	20,8822	22,5248	23,5346	23,9189	24,625	23,3926	21,4958	21,0609	21,8005	21,7065	2	2	2	87	87	87	32806	36889	18629	28786000	8	P40855	P40855	Peroxisomal biogenesis factor 19	PEX19
27,3786	27,6072	27,5252	27,6703	27,4713	27,4792	27,3842	27,5917	27,4423	27,5042	27,4892	27,5036	27,1744	27,5685	27,6994	27,8753	27,8646	27,7033	27,7776	28,0047	27,6606	27,7012	27,4481	27,3944	27,6779	27,8146	27,0875	27,7935	27,7392	27,8116	27,4463	27,6998	27,5265	27,3872	27,3036	27,4301	27,8514	27,5674	27,5156	27,4242	27,2187	27,1823	27,272	27,7528	27,531	11	11	11	361	361	361	38627	0	70693	14380000000	271	P40925-3;P40925;P40925-2	P40925-3;P40925;P40925-2	Malate dehydrogenase, cytoplasmic	MDH1
26,7948	26,4541	26,5454	25,9762	27,0922	26,5305	25,3404	25,8873	24,7849	25,8267	26,255	25,7872	26,3113	26,9466	26,9043	26,1005	26,4242	26,3577	25,775	27,2945	26,1082	26,2329	26,6136	26,0599	26,4441	26,6206	25,557	27,418	26,4433	26,6421	26,8984	26,9225	26,0596	26,552	26,8455	26,4679	26,5585	26,2944	26,3089	24,6801	26,2727	26,0598	25,3025	26,0256	25,0504	14	14	14	536	536	536	35503	0	40623	5880300000	218	P40926;P40926-2	P40926;P40926-2	Malate dehydrogenase, mitochondrial	MDH2
28,7831	28,4741	28,45	28,484	28,4374	28,607	28,3099	28,5464	28,3414	28,4569	28,5373	29,1095	28,1986	28,6779	28,6759	28,7039	28,5213	28,5025	28,4027	28,5368	28,5066	28,5265	28,6153	28,3918	28,4318	28,4386	28,0705	28,5875	28,3694	28,3779	28,5344	28,3982	28,3067	28,879	28,5614	28,559	28,0138	28,2488	27,9325	28,4762	28,7543	28,6433	28,7946	28,6789	28,3874	24	24	24	442	442	442	82999	0	32331	28190000000	686	P40939	P40939	Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase	HADHA
27,6113	27,5073	27,5707	27,7493	27,5065	27,4959	27,5464	27,6997	27,6195	27,5924	27,6305	27,6305	27,5858	27,6221	27,5612	27,6964	27,5943	27,8799	27,7777	27,7371	27,7466	27,7075	27,6218	27,7497	27,6235	27,7262	27,3452	27,7285	27,8733	27,6473	27,737	27,7516	27,6895	27,4655	27,6599	27,5031	27,8457	27,4358	27,4745	27,1867	27,6283	27,3005	27,292	27,6239	27,6588	15	15	15	422	422	422	51109	0	17054	15070000000	398	P41091;Q2VIR3;Q2VIR3-2	P41091;Q2VIR3;Q2VIR3-2	Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein	EIF2S3;EIF2S3L
22,3633	23,1023	22,7664	22,1608	23,2006	21,6727	22,2153	21,2507	22,4469	23,2705	21,1737	23,643	22,8349	23,0662	22,6083	22,0372	22,783	21,8835	22,4508	21,8761	23,0487	22,9265	22,089	23,5216	22,0973	22,1055	23,1073	22,2311	22,707	22,819	22,8563	22,0659	22,639	20,3478	22,0119	23,0029	22,3918	23,0164	23,4294	24,3273	23,5637	22,5825	21,519	20,864	21,8328	4	4	3	134	134	104	40886	55617	14521	396220000	36	P41221-2;P41221	P41221-2;P41221	Protein Wnt-5a	WNT5A
24,6258	25,084	24,9733	24,9327	24,7174	25,063	25,0135	25,0027	25,0281	24,832	25,0503	24,6433	24,9643	25,2014	25,136	25,3449	25,1088	25,0637	25,1554	25,2329	25,1916	25,13	25,031	25,1592	25,1036	24,9135	25,0254	25,1477	24,951	24,9846	25,0429	24,7777	24,8064	24,6648	24,8154	24,8615	24,5741	24,77	24,6119	24,9127	25,1152	24,9303	25,098	25,1658	25,0063	13	13	13	183	183	183	11169	0	96151	2367000000	197	P41226	P41226	Ubiquitin-like modifier-activating enzyme 7	UBA7
23,2103	22,945	23,7855	22,0924	22,9522	22,6925	20,9925	21,4856	23,0202	22,9862	21,6284	23,0004	23,6445	21,0658	23,1896	22,2105	23,5449	21,2605	21,9899	22,5313	22,2418	21,976	22,1537	23,2143	22,5085	21,5941	21,5325	23,5244	23,6327	22,097	22,8512	21,9261	22,1146	23,484	21,2344	22,1974	22,2167	23,2535	22,8257	24,0109	22,3497	22,5096	22,4172	21,6125	22,4429	2	2	2	118	118	118	24783	10799	34496	76489000	10	P41227-2;P41227	P41227-2;P41227	N-alpha-acetyltransferase 10	NAA10
23,6482	23,5915	23,2331	24,0759	23,5912	22,7345	23,5845	23,6568	22,8914	23,1334	22,3577	22,3251	23,2114	23,1984	23,9358	24,0327	23,7469	23,6642	23,8549	23,7516	23,6967	23,6414	23,2841	23,5698	23,725	24,3891	23,7953	23,6809	22,554	23,7336	21,9585	22,9035	23,1433	23,4227	23,7649	24,0619	22,0342	22,2853	22,8443	24,4721	22,8259	22,241	22,1804	24,0761	21,9764	6	6	6	156	156	156	50704	49603	99369	741670000	58	P41240	P41240	Tyrosine-protein kinase CSK	CSK
22,8468	22,7355	22,4336	22,6127	22,2465	21,5776	22,4468	22,2782	21,4032	23,2126	23,8542	21,9871	23,8229	22,8391	22,4867	23,7126	24,2892	21,2611	22,4405	21,0151	22,6559	22,7568	22,3637	22,9238	22,0477	23,0807	23,7686	22,3204	22,4098	22,4633	21,2373	22,8503	22,7194	21,5922	22,2902	21,5565	22,8142	24,0397	22,6887	25,0107	22,0492	21,5645	22,404	21,6972	22,4284	26	1	1	47	22	22	83165	44524	73313	243650000	28	P41250	P41250	Glycine--tRNA ligase	GARS
30,6115	30,3905	30,2868	30,5044	30,5183	30,3838	30,3035	30,4714	30,5208	30,5978	30,591	30,6322	30,4805	29,7676	29,7796	29,6303	29,9456	29,9338	29,7369	29,6445	29,8161	29,7584	30,4772	29,7921	29,6271	29,6225	29,6219	29,7961	29,7155	29,6281	30,0026	29,7344	29,6209	30,3488	29,8573	30,1599	29,5884	29,9237	29,3086	30,1312	30,4964	30,5441	30,558	30,4135	30,5376	26	26	1	504	504	2	7753	0	32331	78825000000	1381	P41250-2	P41250-2	Glycine--tRNA ligase	GARS
28,8582	29,1353	28,9215	29,1632	29,1724	29,1504	28,9303	29,1139	29,231	29,2119	29,1044	28,8517	29,4276	28,5572	28,4543	28,4452	28,7214	28,4764	28,4389	28,5072	28,4757	28,468	28,7779	28,6266	28,4159	28,383	28,5696	28,6329	28,5432	28,5444	28,7094	28,6619	28,7517	28,7782	28,8824	28,859	28,8633	28,8496	28,6666	28,8372	28,9817	28,944	29,0449	29,086	29,1992	35	35	35	326	326	326	1445	0	32331	32478000000	1200	P41252	P41252	Isoleucine--tRNA ligase, cytoplasmic	IARS
21,5944	22,0462	21,6543	22,6325	22,8035	22,1767	22,3373	21,714	22,8711	22,684	20,1094	22,4207	22,5175	22,8898	22,3434	22,4677	22,7458	22,8152	22,1878	22,0013	21,9415	22,0321	22,783	22,5702	22,4237	22,2654	24,1368	21,198	22,3837	23,2967	21,4909	23,3766	21,8925	22,7444	23,0583	22,948	23,1475	22,8433	22,2788	23,74	23,2582	22,1561	20,8885	21,2978	21,9806	2	2	2	69	69	69	68262	19914	2514	141420000	14	P41743	P41743	Protein kinase C iota type	PRKCI
25,1897	25,1	24,5833	25,0414	24,8213	25,0776	24,9722	25,1283	24,8854	24,8602	25,2441	25,0935	25,1242	24,8915	24,8555	25,1749	24,8216	24,84	24,9556	24,6642	24,6846	24,7111	25,2605	24,525	24,3897	24,7073	22,8834	24,7417	24,6574	24,5376	24,7339	24,8688	24,9343	25,1187	24,8238	24,2107	25,0057	22,768	22,7115	24,9627	25,3953	25,0165	25,103	25,065	24,6882	8	4	4	319	17	17	42293	6068	18408	2394400000	147	P42025	P42025	Beta-centractin	ACTR1B
21,2035	25,0584	22,6271	24,8958	22,4252	24,8887	24,5346	25,0224	25,0116	25,0937	24,6467	25,2868	24,8938	24,3697	24,4422	24,2631	24,3966	24,5067	23,5599	22,6069	23,0381	24,5444	24,3182	24,3111	22,0904	24,0848	23,937	24,6997	24,4247	22,8979	24,8565	24,4088	24,5573	24,7984	24,7891	24,6573	23,9721	22,2117	23,8096	23,7857	25,1084	24,8167	25,0342	24,929	24,9111	5	5	5	246	246	246	30895	0	64195	1690100000	82	P42126-2;P42126	P42126-2;P42126	Enoyl-CoA delta isomerase 1, mitochondrial	ECI1
22,8824	22,6267	23,646	21,6714	22,9621	22,6552	22,0378	20,6223	21,8777	21,8837	21,4164	21,8505	22,517	22,0769	21,973	22,6452	21,8187	22,6878	22,3538	21,8756	21,3538	21,4254	23,292	22,8257	23,0957	22,1775	22,7035	21,8762	23,1479	22,1941	22,791	21,4872	21,9044	23,1768	22,4525	22,2818	22,0063	23,4565	22,9677	25,5432	23,1702	22,3995	23,0759	22,2648	21,4272	3	3	3	145	145	145	38737	58824	16642	51240000	7	P42167-2;P42167;P42167-3;P42166	P42167-2;P42167;P42167-3;P42166	Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin;Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin	TMPO
29,1518	29,2184	29,3862	29,4035	29,3167	29,3406	29,4271	29,3703	29,4088	29,2538	29,211	29,1465	29,4529	29,8379	29,6439	30,2089	29,7833	29,7296	29,7133	29,4148	29,4155	29,4961	28,9364	29,8287	29,4508	29,4665	29,6087	29,4475	29,5145	29,5536	29,6419	29,2734	29,3218	29,1299	29,4148	29,591	29,4729	29,533	29,0324	28,9822	29,378	29,3788	29,28	29,3064	29,367	28	28	28	477	477	477	87334	0	32331	53276000000	1631	P42224;P42224-2;Q14765	P42224;P42224-2	Signal transducer and activator of transcription 1-alpha/beta	STAT1
27,3158	26,9762	26,2168	27,2645	27,3521	27,2551	27,3841	27,1533	27,5876	27,5376	27,5008	27,0305	27,6833	27,4346	27,4113	27,5354	27,359	27,416	27,8372	27,9763	27,7627	27,8427	26,8578	27,7358	27,9544	27,8854	28,2626	27,8912	28,085	27,8302	27,9569	27,5846	28,5076	26,4466	28,0633	28,0539	28,1564	27,6932	28,1138	24,5513	26,9579	27,4612	26,9267	27,2911	23,0709	14	14	14	235	235	235	94134	0	64112	11356000000	226	P42226;P42226-3;P42226-2	P42226;P42226-3;P42226-2	Signal transducer and activator of transcription 6	STAT6
27,1227	27,4734	27,7044	27,3811	27,6523	27,6046	27,8013	27,5838	27,3507	27,4246	27,5195	27,419	27,294	28,1214	28,2118	28,1746	27,9316	28,082	27,7216	27,7071	28,03	28,2072	27,9759	27,9636	28,0062	27,9605	27,8053	27,9274	27,863	27,9498	27,9596	27,7964	27,535	27,448	27,5759	27,7301	27,3603	27,303	27,1963	28,4086	27,5013	27,2935	27,4122	27,6046	27,6018	11	11	5	483	483	291	36853	0	198	15750000000	395	P42330;P42330-2;P17516	P42330;P42330-2	Aldo-keto reductase family 1 member C3	AKR1C3
19,9722	21,817	22,3046	22,1327	23,2034	23,2208	23,0343	23,2881	23,2247	23,3224	23,2162	23,4317	23,5142	22,4342	22,1506	23,3261	21,8413	23,4825	22,3273	23,6892	21,9316	21,2003	24,1651	23,1916	22,8032	23,5101	23,2046	23,0452	22,2395	22,1246	23,3756	21,5452	22,9662	23,5238	23,0268	23,5859	22,0183	23,1806	23,0781	23,0407	23,2536	21,4586	22,3444	22,3328	21,7813	13	13	13	65	65	65	28889	52002	1163	477800000	55	P42345	P42345	Serine/threonine-protein kinase mTOR	MTOR
23,5923	24,0104	22,9718	22,9419	23,5929	23,7097	22,695	23,5182	24,1208	23,1455	23,8361	23,4538	22,9846	23,9326	21,3256	23,3987	22,2002	23,4375	22,6025	23,3411	23,3777	22,2765	22,3604	22,7822	23,2178	23,5843	22,7628	23,6495	23,8194	23,6815	23,9191	23,1083	23,8457	22,1507	23,9465	21,1042	22,3283	23,5474	23,6003	23,9171	23,7883	22,2281	23,4462	24,1009	24,1272	10	10	10	61	61	61	23683	0	3069	621840000	82	P42356;A4QPH2-4;A4QPH2;P42356-2;A4QPH2-2	P42356	Phosphatidylinositol 4-kinase alpha	PI4KA
22,1313	21,3537	21,78	21,9397	21,9188	23,1332	22,5874	20,4531	23,338	22,108	22,801	22,0118	22,3951	21,7854	23,9234	22,1192	22,1296	22,7705	22,1665	24,2375	23,6301	21,7181	24,372	21,9923	23,3361	22,0059	22,2438	20,5617	22,4539	21,518	21,8734	22,3225	22,9818	22,9612	21,9373	23,6879	22,6945	22,6807	22,4411	25,0567	22,2757	22,4524	22,9309	21,5037	21,8492	3	3	3	44	44	44	72697	73206	37153	65739000	3	P42357;P42357-3;P42357-2	P42357;P42357-3;P42357-2	Histidine ammonia-lyase	HAL
22,8876	23,4596	22,8912	23,2595	24,1517	21,8858	22,8773	23,1029	23,2119	23,5601	24,0506	23,0772	22,4829	22,5962	23,4247	21,3788	22,799	22,9442	22,889	23,8754	21,8739	22,9529	23,0941	21,2224	22,5797	23,0692	21,5365	23,2012	23,1901	22,8522	22,4476	23,2537	21,9849	22,3768	22,5329	21,7101	23,2593	22,9652	22,9383	24,5091	23,14	22,412	23,1169	22,5347	21,7491	7	7	7	98	98	98	98655	58207	16372	437230000	58	P42566;P42566-2	P42566;P42566-2	Epidermal growth factor receptor substrate 15	EPS15
21,4435	22,7712	22,2646	21,9288	22,9126	21,2341	23,0622	22,8395	22,2187	22,9646	20,9757	23,0558	21,9968	21,9971	22,0017	22,2704	21,1241	21,2292	23,5973	22,654	22,9173	22,5117	23,3662	21,0913	22,389	24,8742	23,8923	22,3936	21,2897	22,6246	24,5199	24,8114	25,0574	22,3575	24,9841	24,9685	23,5788	25,2396	25,0517	24,7652	22,2958	22,7117	22,4883	21,4489	23,4063	4	4	4	177	177	177	31608	42717	62775	1930700000	56	P42574	P42574	Caspase-3;Caspase-3 subunit p17;Caspase-3 subunit p12	CASP3
26,9544	26,7677	26,1023	26,7524	26,5935	26,773	25,9634	26,6599	26,8278	26,7733	26,6927	26,8529	26,8301	26,3812	26,343	26,7491	26,4453	26,5916	26,488	26,4391	26,2907	26,3379	26,9376	26,5057	26,1187	26,6077	26,6031	26,8913	26,6348	26,4593	26,9698	26,8509	26,9889	26,6499	26,9129	26,5027	26,6964	26,7341	26,746	26,2754	26,7972	26,9569	26,6589	26,8669	26,8474	28	28	28	255	255	255	1579	0	20123	7025200000	547	P42704	P42704	Leucine-rich PPR motif-containing protein, mitochondrial	LRPPRC
25,0021	25,0708	24,8347	22,6163	25,2851	25,2955	22,1344	22,9201	25,0803	25,1975	24,9545	24,9779	25,4089	22,2335	25,1045	21,3167	21,9496	20,9158	23,4696	22,4108	25,0294	21,54	25,0976	22,3972	24,7751	25,4009	23,3091	25,7225	25,4557	25,1125	24,8663	25,8606	25,4569	25,2777	25,1013	22,6483	25,7686	22,0673	25,6362	23,79	22,8464	25,0229	24,9518	25,2974	24,7024	7	7	7	262	262	262	41924	0	89793	1940200000	92	P42765	P42765	3-ketoacyl-CoA thiolase, mitochondrial	ACAA2
22,5976	22,0464	22,0219	22,9415	23,1627	23,7027	21,2407	20,901	22,0962	21,99	22,7389	27,1843	23,3382	27,669	27,3978	27,6406	27,8071	28,0781	27,9542	27,8851	27,9045	27,9572	22,9372	27,9268	27,929	28,0388	23,4549	27,942	28,1082	28,191	27,6651	28,1249	28,3296	22,8888	27,949	27,9588	28,5952	28,4347	28,1314	28,5127	21,2245	21,9373	23,0994	22,5342	21,7494	2	2	2	138	138	138	14551	0	32858	12082000000	90	P42766	P42766	60S ribosomal protein L35	RPL35
22,1581	21,6341	21,7654	22,1935	22,6506	22,3578	22,1661	22,1233	22,7681	22,877	22,7893	22,4252	22,898	22,075	22,3543	21,9899	21,4446	20,3085	22,7704	23,251	22,6299	22,2236	23,5998	22,5123	22,6956	21,0273	22,417	22,4203	22,4907	22,8309	21,2814	23,4294	21,8394	22,9903	22,4269	21,4173	21,3671	23,2884	23,3902	23,4823	22,3804	22,1203	22,1061	20,8787	22,6394	1	1	1	179	179	179	8078	65927	16872	0	1	P42772-2;P42772	P42772-2;P42772	Cyclin-dependent kinase 4 inhibitor B	CDKN2B
