LFQ intensity 1	LFQ intensity 10	LFQ intensity 11	LFQ intensity 12	LFQ intensity 13	LFQ intensity 14	LFQ intensity 15	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 19	LFQ intensity 2	LFQ intensity 20	LFQ intensity 21	LFQ intensity 22	LFQ intensity 23	LFQ intensity 24	LFQ intensity 25	LFQ intensity 26	LFQ intensity 27	LFQ intensity 28	LFQ intensity 29	LFQ intensity 3	LFQ intensity 30	LFQ intensity 31	LFQ intensity 32	LFQ intensity 33	LFQ intensity 34	LFQ intensity 35	LFQ intensity 36	LFQ intensity 37	LFQ intensity 38	LFQ intensity 39	LFQ intensity 4	LFQ intensity 40	LFQ intensity 41	LFQ intensity 42	LFQ intensity 43	LFQ intensity 44	LFQ intensity 45	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity 8	LFQ intensity 9	N: N: Peptides	N: N: Unique peptides	N: N: Sequence coverage [%]	N: N: Unique sequence coverage [%]	N: N: Mol. weight [kDa]	N: N: Score	N: N: Intensity	N: N: MS/MS count	T: T: Protein IDs	T: T: Majority protein IDs	T: T: Protein names	T: T: Gene names	T: T: id
21,539	21,1791	21,7296	21,6919	22,7268	22,0221	22,0762	22,3617	22,4378	21,0431	21,3358	19,6827	21,6093	21,4818	21,9884	21,7694	22,2359	23,1167	22,2478	21,4848	22,2753	23,6136	22,2491	20,9696	20,8884	23,0737	22,8283	23,5676	22,4099	22,0316	22,798	22,1425	22,3863	22,7166	23,4438	22,1206	21,5499	21,8484	22,4834	23,5547	22,1047	22,4484	21,4982	21,9156	21,7543	4	4	107	107	54933	96163	308800000	31	O95793-2;O95793;O95793-3	O95793-2;O95793;O95793-3	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	422
21,3833	21,4983	24,5309	22,4918	23,949	21,9185	24,5748	23,5525	21,53	21,4214	22,3188	19,9123	22,3796	23,5881	24,3164	24,3491	22,9054	23,8913	22,6338	22,3385	23,2831	23,5655	21,398	23,488	23,3707	22,2178	21,5614	23,2575	22,0583	22,9694	22,591	22,9286	21,8173	22,2289	22,354	23,1097	22,0068	22,866	22,098	22,4376	21,1185	21,7995	24,0953	22,3114	22,6449	1	1	51	51	174	27933	816780000	82	O95807	O95807	Transmembrane protein 50A	TMEM50A	423
21,5487	21,8961	22,2307	21,9794	22,2141	22,2305	22,47	22,226	21,2194	21,5607	22,2535	19,691	23,1027	21,5525	21,0552	23,2782	21,8677	23,2328	22,0281	22,092	22,7087	22,4643	21,6776	22,7845	22,9713	22,7587	23,6688	22,9502	21,623	22,1193	22,3159	22,7382	22,3565	21,8383	23,8722	24,0113	22,1973	21,7952	22,6905	21,9164	21,3302	21,8892	21,8866	22,2015	22,9817	3	3	194	194	23772	17202	513330000	49	O95816;O95816-2	O95816;O95816-2	BAG family molecular chaperone regulator 2	BAG2	425
21,643	24,4927	22,9813	20,8607	22,1194	24,1868	24,3439	24,9846	24,7071	24,0905	24,9559	20,8508	25,108	21,4537	22,763	21,9744	24,7559	25,3725	22,3388	20,7625	22,0771	22,6861	24,9242	24,8992	24,54	22,1831	25,0939	25,0092	23,8606	22,5649	25,277	25,0123	24,9206	25,9634	25,5501	22,0267	24,9957	20,8529	25,0538	24,9862	23,1702	24,5369	22,2081	22,3266	25,0092	9	9	105	105	1334	44638	1416100000	82	O95819-4;O95819;O95819-5;O95819-6;O95819-2;O95819-3;Q8N4C8-5;Q8N4C8;Q8N4C8-2;Q8N4C8-3;Q8N4C8-4;Q9UKE5-6;Q9UKE5-4;Q9UKE5-2;Q9UKE5-7;Q9UKE5-3;Q9UKE5-5;Q9UKE5-8;Q9UKE5	O95819-4;O95819;O95819-5;O95819-6;O95819-2;O95819-3	Mitogen-activated protein kinase kinase kinase kinase 4	MAP4K4	426
21,2524	21,808	22,1809	22,185	22,6866	22,1808	22,1779	21,6613	21,9564	21,2428	20,9606	20,3244	22,6181	21,4751	22,5419	22,8885	22,1179	22,8528	22,1506	22,0628	21,0681	21,5276	22,2824	21,278	22,3309	23,0214	23,813	23,7849	22,8594	22,6457	24,0205	23,9852	23,525	21,9083	24,0238	22,7057	21,9423	21,7475	21,842	23,5469	23,095	23,275	22,0261	21,7716	21,1746	9	9	189	189	66294	16807	374410000	28	O95831-3;O95831;O95831-2;O95831-5;O95831-4	O95831-3;O95831;O95831-2;O95831-5	Apoptosis-inducing factor 1, mitochondrial	AIFM1	427
25,7645	23,3489	21,8273	22,2403	22,4366	25,5242	25,0181	22,5303	20,7685	24,9962	22,8733	19,549	25,9067	23,2607	23,7549	23,7392	24,5941	24,0134	21,1307	20,8819	22,462	22,3523	21,8958	22,1491	22,0426	21,9307	21,4813	24,244	24,0897	23,8456	24,4553	25,0707	24,5183	23,4593	24,6034	24,1472	22,8612	22,1207	23,6667	24,1957	25,8717	21,3562	22,3317	25,1159	24,8185	8	8	143	143	10646	66385	1428600000	98	O95980	O95980	Reversion-inducing cysteine-rich protein with Kazal motifs	RECK	431
22,0994	21,426	22,7606	22,3824	21,7122	21,3776	22,5216	21,8882	21,8272	21,7416	21,9429	20,4275	22,602	21,4401	22,6777	22,8583	22,4216	23,1796	22,6029	21,5276	22,1341	23,0164	21,8363	22,3191	22,6947	23,4679	21,5569	23,5792	22,1938	21,9084	22,7904	21,7328	21,0397	22,1631	22,1451	22,2129	21,4821	21,857	21,5699	22,465	22,2504	21,037	22,6694	22,2926	22,0237	4	4	267	267	34441	83815	211290000	18	O96008-2;O96008	O96008-2;O96008	Mitochondrial import receptor subunit TOM40 homolog	TOMM40	433
21,2188	21,6298	22,2176	23,0157	22,2663	21,8205	22,5024	23,8049	22,1042	21,5304	21,9472	20,18	23,1874	22,8242	21,3848	22,5564	22,4403	23,9112	23,6476	23,5968	22,526	23,7846	21,7462	23,3881	23,6303	23,6482	23,6758	23,3641	23,7511	22,9705	22,8365	21,5813	22,1308	23,0748	21,8717	24,0531	23,3012	23,561	23,5799	23,4821	23,3668	22,2935	23,247	21,1822	21,4518	5	5	224	224	26724	17879	697850000	73	O96011-2;O96011	O96011-2;O96011	Peroxisomal membrane protein 11B	PEX11B	434
21,1175	20,9627	22,6745	22,6755	22,7835	21,1277	22,1957	23,6863	23,5219	21,1358	24,3089	20,1307	24,2513	21,8695	22,5236	25,3957	24,5231	25,6254	24,982	24,9464	25,1588	25,1053	22,0699	25,2165	24,7815	26,1038	26,2849	24,9843	25,4527	25,5175	26,0762	26,2069	25,077	21,2102	21,8994	25,8066	23,5801	24,9442	24,7764	25,1095	22,2018	21,0787	21,7776	22,7367	22,9132	7	7	247	247	4746	82545	2491700000	103	O96019;O96019-2;O94805	O96019;O96019-2	Actin-like protein 6A	ACTL6A	435
21,3517	21,5163	22,7884	22,0526	22,3845	21,5611	21,5277	21,7976	21,3814	21,427	22,2071	19,7987	22,6273	21,9723	25,1707	25,4985	26,2262	22,3022	22,0894	22,7345	22,7806	25,1999	22,2912	23,3875	25,7031	22,5601	21,216	22,803	22,4374	25,4962	22,2471	22,3368	21,8499	23,1975	23,1027	25,6877	22,1586	22,2591	22,2721	25,543	21,6061	21,6705	21,6526	22,0589	21,6983	3	3	49	49	11268	47752	1463100000	96	P00167-2;P00167;P00167-3	P00167-2;P00167;P00167-3	Cytochrome b5	CYB5A	436
21,6484	22,2206	22,3099	21,5067	22,9124	22,1113	22,7542	22,6906	22,4265	20,9578	21,4177	20,1243	22,087	21,4587	22,0662	22,0862	24,1565	23,9715	21,5853	21,9376	22,8614	22,6611	21,5586	21,9394	24,5939	24,6786	25,2183	26,4919	24,6556	24,1466	26,3408	25,8535	26,3363	21,2131	26,8184	21,5842	21,0408	22,1079	24,2805	25,6021	21,8772	22,0253	22,6765	21,7067	22,5875	11	11	307	307	39835	33227	2892500000	84	P00325;P00325-2;P07327;P00326	P00325;P00325-2;P07327;P00326	Alcohol dehydrogenase 1B;Alcohol dehydrogenase 1A;Alcohol dehydrogenase 1C	ADH1B;ADH1A;ADH1C	437
28,043	29,9618	30,4655	30,1587	29,9246	29,5421	29,4883	30,6188	30,5561	30,3415	30,4833	26,4007	30,9364	31,436	31,3383	31,8956	31,762	31,4901	30,837	31,0864	31,253	31,3097	28,7539	30,5628	31,7787	32,1376	32,1078	32,2712	31,5336	32,1855	32,7762	32,0948	32,1165	30,1239	33,0086	32,245	31,2242	31,1861	32,0762	32,5863	29,8341	29,7764	30,0566	30,1817	30,1625	18	17	575	539	36688	32331	3,0051E+15	1727	P00338;P00338-3;P00338-4;P00338-5;P00338-2;Q6ZMR3;P07864	P00338;P00338-3;P00338-4;P00338-5;P00338-2	L-lactate dehydrogenase A chain	LDHA	438
21,5483	22,4759	21,7578	21,6818	22,4708	22,5361	22,5424	23,5914	23,4366	23,3729	23,2113	20,1079	23,4154	23,6343	23,6086	24,1326	24,0555	24,1039	23,0325	23,3919	23,3202	23,6493	22,0782	23,3699	24,1285	24,2655	24,6541	25,4883	24,6077	24,6715	25,4874	24,8552	25,1426	22,9787	25,7876	24,5766	24,3331	23,6269	25,1688	25,2681	21,7444	22,4563	20,969	22,2037	21,9806	13	13	305	305	61397	77829	3218000000	213	P00367;P00367-3;P00367-2;P49448	P00367;P00367-3;P00367-2;P49448	Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial	GLUD1;GLUD2	439
23,1594	25,2712	25,4966	25,6433	25,6378	25,4577	25,1128	26,2796	25,9051	25,5429	25,8012	20,1735	26,1989	26,3797	26,3984	26,8039	26,9514	26,6389	25,7838	25,9288	26,0023	26,4878	24,9941	25,463	26,648	26,8602	26,9558	27,5607	26,7607	27,0271	27,7904	26,9365	27,2657	26,0553	27,9142	26,91	26,3216	25,5809	26,9056	27,4412	25,4713	25,2839	25,3506	25,7029	25,5472	13	13	633	633	31628	32331	20370000000	710	P00387-2;P00387;P00387-3	P00387-2;P00387;P00387-3	NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form	CYB5R3	440
24,5437	25,2072	22,908	22,6052	25,6197	25,7455	22,0303	26,0316	25,366	25,6595	25,5877	20,6868	26,7758	25,6751	26,1054	25,9858	26,6168	26,156	25,8982	26,0695	26,1433	25,8992	21,5269	25,8053	26,354	26,4695	26,7941	27,2372	26,3784	26,337	26,8257	26,9498	26,3864	25,5408	26,3112	26,6606	25,182	25,4019	25,2726	25,7395	25,4916	20,6615	22,1128	26,1627	26,0509	5	5	278	278	25565	19715	5188000000	166	P00403	P00403	Cytochrome c oxidase subunit 2	MT-CO2	442
21,7313	21,2703	22,2994	21,6868	21,7534	22,6189	22,4718	21,7391	22,4871	21,5722	21,7748	20,0841	22,4152	22,4893	22,0362	21,8052	22,7067	22,8869	20,952	21,7118	21,9816	23,1627	21,732	22,7193	21,8696	22,5616	23,4187	22,79	22,3049	22,4582	22,2176	22,2941	22,2001	21,8796	25,6493	22,3104	21,5944	22,2051	25,5851	26,0184	21,9726	22,7972	21,5077	22,4722	21,0869	6	6	604	604	15936	2562	765810000	26	P00441	P00441	Superoxide dismutase [Cu-Zn]	SOD1	443
21,6129	22,0849	22,4158	22,1751	22,789	21,3738	21,8752	21,8007	21,3862	21,9651	22,8967	20,8841	22,8066	22,1627	21,4027	21,5945	22,6639	22,4022	22,2403	20,8921	22,2307	22,092	20,9856	22,4435	21,09	23,4052	23,0667	23,6109	21,6204	22,6315	22,9678	22,3234	23,0749	21,9263	24,1387	22,2592	22,3009	21,9036	21,4028	23,4916	22,1217	21,8071	21,5499	21,8131	22,252	4	4	187	187	32118	18315	189100000	28	P00491	P00491	Purine nucleoside phosphorylase	PNP	444
21,2347	21,4161	21,5664	20,9833	22,0607	21,387	21,5747	20,8175	22,1847	21,2378	21,7571	20,4913	22,0152	22,1269	21,7989	22,7789	23,3926	22,4886	22,2911	22,3715	21,7574	22,0915	22,2153	21,5672	21,3432	21,7872	22,4698	22,9136	23,3612	21,7512	22,9291	22,408	23,9223	21,9957	24,7435	21,9346	20,8891	22,6652	21,7685	24,0363	21,2703	22,9333	22,3717	22,5353	21,5769	2	2	96	96	24579	30255	451010000	47	P00492	P00492	Hypoxanthine-guanine phosphoribosyltransferase	HPRT1	445
21,4866	24,1889	22,7716	24,6204	24,3514	24,051	23,0113	24,1628	23,9679	23,8338	21,9498	20,2446	23,9957	24,5797	24,9379	24,8114	24,532	24,7195	23,6329	23,7768	23,8521	24,3968	23,5324	23,4825	24,5064	24,2436	24,6472	25,4804	24,8001	24,5463	25,6355	24,7753	25,088	24,8427	25,69	24,6212	24,1993	23,4669	24,7099	24,9339	24,4343	24,2863	24,391	24,1316	24,3471	8	8	191	191	47517	71627	2527800000	98	P00505;P00505-2	P00505;P00505-2	Aspartate aminotransferase, mitochondrial	GOT2	446
20,9069	21,1446	23,2647	23,0737	22,4488	21,3461	21,8943	22,5238	22,5991	22,0998	21,9078	20,6787	22,4479	23,5796	24,0552	24,1587	24,5738	23,8425	23,1892	22,536	22,3835	23,258	22,1396	23,2737	23,7431	22,2288	23,7137	22,7759	23,5297	23,1915	23,8184	22,563	23,0535	21,6963	23,6714	24,1338	23,1654	22,8739	23,431	22,9123	22,91	22,2115	21,895	22,5051	22,4072	8	8	102	102	13428	23724	585580000	77	P00533;P00533-2;P00533-4;P00533-3	P00533;P00533-2;P00533-4;P00533-3	Epidermal growth factor receptor	EGFR	447
22,6231	24,171	26,0248	25,4645	25,1659	25,0754	24,2404	26,7572	26,766	26,2404	26,8102	21,8708	26,5019	27,4293	27,3313	27,9421	28,2884	27,649	27,1019	27,022	27,5164	27,6341	23,7684	26,4525	28,2613	28,6359	28,6237	28,0127	27,7741	28,6115	28,5233	28,2663	28,2835	25,5556	29,0673	28,057	27,2036	27,2612	28,0876	28,9199	24,9235	25,1407	25,616	25,2165	24,7589	21	21	621	621	44614	26194	41121000000	956	P00558;P00558-2;P07205	P00558;P00558-2	Phosphoglycerate kinase 1	PGK1	448
22,5741	22,0386	21,8775	22,6743	22,641	22,7964	22,8754	21,7935	21,7047	21,5266	21,9304	20,801	22,1314	21,6942	22,5339	22,8894	23,5718	22,0039	21,6526	22,2793	23,3192	22,4751	22,2178	22,0197	21,5556	22,8019	22,7726	22,764	22,3069	23,2066	22,94	22,8255	21,178	22,8742	24,5006	23,0377	21,0951	21,6892	20,6861	24,4201	21,1227	21,8554	22,4593	21,6663	23,0365	5	4	32	273	21635	9737	245480000	15	P00568	P00568	Adenylate kinase isoenzyme 1	AK1	449
22,3285	22,7266	22,1035	22,2527	21,8548	21,0049	21,5448	22,4502	22,1498	21,0221	22,3823	20,986	21,6832	24,0876	24,2217	24,9721	24,911	24,1151	23,698	24,0911	23,837	24,033	21,9529	23,4695	23,9217	24,2246	24,3066	23,8404	23,3581	23,0853	23,124	21,5147	22,0496	22,0847	23,2543	24,204	21,4632	23,7167	22,8769	22,6117	22,1546	22,5695	21,6069	22,3028	22,0462	6	6	133	133	80118	32295	612030000	57	P00736	P00736	Complement C1r subcomponent;Complement C1r subcomponent heavy chain;Complement C1r subcomponent light chain	C1R	450
21,6277	22,9864	24,2371	22,3311	22,5868	21,4747	23,3461	22,147	22,6956	20,4668	22,1672	20,7538	21,9805	23,8295	22,3984	25,2027	24,4124	24,9015	24,6007	24,3343	23,585	24,6986	21,85	25,1539	22,4281	24,2188	25,0493	22,8479	24,4452	24,7709	23,1264	21,5947	22,3258	22,3025	23,041	24,9242	23,9544	24,861	22,1789	22,0968	21,6273	21,5014	21,5197	22,682	22,2346	8	8	151	151	85532	36554	954090000	64	P00751;P00751-2	P00751	Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment	CFB	453
24,3228	25,6542	25,6121	26,1506	26,0759	25,5966	25,2803	26,131	25,9165	25,6909	25,8898	20,4549	26,0396	25,8973	26,0459	26,2181	26,9246	26,1344	25,7767	25,6142	25,7117	26,031	25,2535	25,1719	26,3589	26,3282	26,4246	26,5062	26,2456	26,7223	27,2243	26,4074	26,7701	26,3642	27,7477	26,9595	26,334	26,083	27,1485	26,9939	25,625	26,1249	26,3079	25,8045	25,4314	15	15	427	427	4653	35225	8581100000	237	P00966	P00966	Argininosuccinate synthase	ASS1	454
21,4576	21,6922	21,9833	22,8604	21,8987	22,2737	22,7135	21,5574	22,1481	21,7358	21,3462	20,6746	22,2468	21,9023	22,2598	23,3254	21,9792	22,6354	22,4063	21,8166	21,6294	21,9915	21,5676	22,6895	21,7678	22,846	22,2067	22,7205	22,4248	21,6219	23,2057	23,4686	21,7598	22,4368	23,1391	22,662	22,3495	22,8814	21,9399	23,2172	22,0787	22,1661	22,2544	21,259	21,7666	3	3	125	125	41474	88545	93241000	18	P00973-4;P00973-2;P00973;P00973-3	P00973-4;P00973-2;P00973;P00973-3	2-5-oligoadenylate synthase 1	OAS1	455
20,9602	21,3916	21,9044	21,7592	21,9282	22,8002	23,6829	21,814	21,5725	20,9334	21,6254	21,1447	22,6176	23,632	23,7844	23,3769	24,128	24,2281	24,3842	23,9898	23,9499	24,4559	22,5287	24,13	24,3505	24,8537	24,6567	23,2341	24,2859	25,2018	23,107	21,9651	22,8069	21,2034	22,6311	24,3374	22,7283	23,6125	21,0816	21,946	22,0064	22,1527	22,6922	21,8941	21,5288	18	18	14	14	18715	74537	1219700000	109	P01024;CON__Q2UVX4	P01024	Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2	C3	457
21,5554	21,2785	25,828	24,6827	22,3079	21,7582	25,6378	24,1617	22,0429	22,0843	22,4024	20,2527	22,6845	27,6385	27,1877	27,8389	27,5995	27,0257	26,0964	26,2967	25,9674	26,7773	22,1537	26,0779	26,8567	26,7453	27,0819	26,8715	26,9171	27,2968	27,1562	25,8346	26,6147	22,012	26,8171	27,046	26,0242	25,6739	26,0643	25,873	21,917	21,5744	22,0166	21,7524	22,007	11	4	334	149	4046	27836	6773900000	179	P01889	P01889	HLA class I histocompatibility antigen, B-7 alpha chain	HLA-B	463
29,6625	30,0657	28,8645	30,0054	30,2992	30,2479	27,9139	30,6343	30,6684	30,1672	31,0867	28,2935	30,9609	26,2026	27,1894	27,7629	27,9602	29,6371	28,678	27,993	28,6333	28,2561	30,0013	29,125	27,9447	29,556	29,7275	31,0182	29,8903	28,7412	30,8324	31,033	30,2252	29,989	30,9454	29,4107	29,1695	30,2945	30,0477	31,0601	29,0368	29,7613	30,276	30,1183	29,5666	66	64	692	682	13891	32331	3,4942E+15	4929	P02452;CON__Q862S4	P02452	Collagen alpha-1(I) chain	COL1A1	464
26,6468	26,6003	26,6913	26,8002	27,0891	26,6429	25,9678	26,8204	26,8363	26,3495	27,2295	25,0591	27,0201	24,3378	25,5917	26,2243	26,3575	27,7496	26,9983	26,2998	27,1003	26,5287	26,7221	26,9509	26,4672	27,8008	27,746	27,838	27,6684	27,0649	28,2016	28,1449	27,5131	26,7656	27,982	27,3651	26,6823	27,896	27,2792	27,6947	26,3048	26,8086	27,0627	26,448	26,5705	44	30	443	319	13856	32331	45645000000	1362	P02461;P02461-2	P02461;P02461-2	Collagen alpha-1(III) chain	COL3A1	465
32,1676	31,5599	32,9107	32,0434	32,0998	32,4526	32,0884	32,6902	32,6406	32,4618	32,9503	29,905	33,2282	31,855	32,8583	33,4209	33,3525	34,5205	33,6703	33,8564	33,901	33,8185	31,6982	34,0449	34,079	34,6696	34,6802	34,4285	34,3356	33,7982	34,4913	34,421	33,7517	31,7573	33,9388	34,1997	33,1447	34,0765	33,4491	33,7473	31,8924	31,8465	32,0423	32,3341	32,1201	66	1	789	56	74139	32331	5,9556E+16	15605	P02545;P02545-6;P02545-5;P02545-4	P02545;P02545-6;P02545-5;P02545-4	Prelamin-A/C;Lamin-A/C	LMNA	467
29,5036	29,1345	30,3591	29,7848	30,2042	30,7425	29,446	29,7932	29,6557	29,7243	30,0927	26,5965	30,2552	29,1961	29,564	30,3915	30,4206	31,9272	30,7072	30,7916	30,7723	30,5098	28,9978	30,8673	30,8097	31,3697	31,6887	31,308	31,8799	29,7706	31,2098	30,9849	30,5531	29,9442	31,0358	30,6804	29,7326	31,0894	30,2327	30,4548	29,5121	29,269	29,5023	29,7689	30,3182	64	2	799	47	65134	32331	1,6296E+15	1360	P02545-2	P02545-2	Prelamin-A/C;Lamin-A/C	LMNA	468
27,8373	28,1607	28,292	28,1948	28,4354	28,5325	27,8351	28,7876	28,6475	28,1754	28,9642	26,1382	29,083	26,8691	28,1231	28,4835	28,4327	29,3135	28,6515	28,328	28,8425	28,6134	28,2251	28,8433	28,3626	29,3212	29,4014	29,8521	29,3891	28,9227	30,003	29,9566	29,3371	28,2913	29,7098	29,3878	28,322	29,3412	28,7553	29,3156	27,9666	28,0462	28,1864	28,3022	28,3767	88	88	526	526	26262	32331	2,3327E+15	4769	P02751-1;P02751-3;P02751;P02751-8;P02751-17;P02751-7;P02751-14;P02751-9;P02751-11;P02751-5;P02751-6;P02751-10;P02751-13;P02751-12;P02751-4;P02751-16;P02751-2	P02751-1;P02751-3;P02751;P02751-8;P02751-17;P02751-7;P02751-14;P02751-9;P02751-11;P02751-5;P02751-6;P02751-10;P02751-13;P02751-12;P02751-4	Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3	FN1	471
22,1445	21,8568	22,8792	21,3914	23,0914	23,0605	22,3115	21,5848	21,3727	21,5446	22,4625	20,1439	23,0361	21,8878	21,8392	22,5837	24,9817	21,3757	22,4695	21,6203	21,6794	22,0636	21,9031	22,5579	21,8695	22,425	22,857	22,6027	22,386	23,0653	22,4162	21,8356	22,0084	21,8489	22,5299	23,8008	23,9988	21,0465	24,1369	23,3024	22,2039	21,6092	22,7792	22,305	21,6752	7	7	117	117	8487	77935	527150000	31	P02786	P02786	Transferrin receptor protein 1;Transferrin receptor protein 1, serum form	TFRC	472
21,2094	21,4071	23,9978	20,9922	23,2518	22,56	24,0083	21,9911	22,924	22,0609	21,9832	20,5379	21,9211	24,44	25,1511	25,3488	25,7681	25,1853	24,8318	24,5006	25,0511	24,933	21,6978	23,0337	25,0863	25,5964	25,1497	22,8081	24,5044	25,0039	24,7531	24,137	21,0695	22,235	24,8956	24,9216	24,2531	24,2785	24,849	25,4644	20,9317	21,0586	21,6386	22,2313	21,1011	8	8	415	415	21225	17599	1783100000	111	P02794	P02794	Ferritin heavy chain;Ferritin heavy chain, N-terminally processed	FTH1	473
21,6051	21,7019	23,4373	22,2083	21,7644	21,9419	20,9655	23,0534	21,6146	21,9226	22,9456	20,3046	21,9338	22,7019	23,3986	23,7415	24,3411	24,7016	24,204	24,2673	23,9457	24,5445	22,0277	24,1236	24,5696	24,793	24,8099	22,4486	23,7593	24,2573	22,8788	22,3677	23,0332	22,2842	22,2058	24,3479	22,7124	23,9028	21,6027	22,5729	21,7898	21,8179	22,2311	23,2652	21,9656	5	5	136	136	54006	17792	741300000	74	P03956	P03956	Interstitial collagenase;22 kDa interstitial collagenase;27 kDa interstitial collagenase	MMP1	475
21,8878	22,4015	23,1808	23,4555	23,1405	22,2623	22,8358	23,1798	23,4608	23,0105	22,893	20,0192	22,1628	23,6528	23,1897	23,0771	24,0655	23,2553	23,629	23,2575	23,9763	21,6648	22,0633	22,4581	23,8738	22,2206	22,7119	23,9963	20,6914	24,3657	23,701	23,4265	23,6449	23,3576	24,5305	23,7686	23,2139	22,4826	23,8103	24,364	22,0091	23,5253	23,5017	22,4063	22,4298	8	8	199	199	59755	13808	912760000	72	P04040	P04040	Catalase	CAT	476
21,252	21,2352	22,3056	22,1329	23,2285	21,9741	21,8993	21,9251	22,3776	22,4084	21,9042	20,9442	21,9614	21,3293	21,6388	21,5798	21,875	22,356	22,058	22,0465	21,7152	22,7651	21,3957	22,7235	23,0565	22,3163	23,389	21,8412	23,3143	24,8307	22,5129	23,8129	23,2203	22,311	24,9178	21,7793	21,7005	20,9468	21,5991	23,3885	20,9923	21,7843	22,5972	21,9321	21,9871	5	3	145	109	50316	68927	375710000	24	P04062-4;P04062-2;P04062;P04062-5	P04062-4;P04062-2;P04062;P04062-5	Glucosylceramidase	GBA	477
21,9418	22,8583	21,6557	23,1914	23,0203	21,9197	21,9831	21,3974	21,7607	22,3689	22,0404	20,3337	22,4816	22,0759	21,5998	23,1428	23,0748	22,0363	20,7135	21,6635	22,6705	22,4041	22,5769	22,8141	22,8044	23,218	22,712	22,4594	22,1865	21,7706	22,5673	23,1595	22,5896	22,125	22,5271	21,7315	21,3244	22,7374	21,825	23,0142	22,046	21,4625	20,8171	22,6334	22,8896	3	3	82	82	53688	49761	141100000	24	P04066	P04066	Tissue alpha-L-fucosidase	FUCA1	478
27,8258	28,063	29,0278	28,398	28,5853	27,5516	27,5149	29,192	29,2744	28,8791	29,5074	26,3782	29,1178	29,729	29,432	30,5451	30,3579	30,6823	29,7797	29,9066	29,9285	30,2342	28,5177	29,9573	30,3815	30,8576	31,1031	30,7941	30,475	30,697	31,1051	30,648	30,5208	28,6631	31,2795	30,513	29,7233	30,1521	30,4455	30,9842	27,9066	28,6663	28,6633	28,2203	28,2063	19	16	687	591	3942	32331	1,3094E+15	1533	P04075;P04075-2	P04075;P04075-2	Fructose-bisphosphate aldolase A	ALDOA	479
20,8018	22,3293	22,5268	21,5234	22,1135	22,3336	22,4383	22,4274	21,624	21,3091	21,6107	20,3464	21,6883	21,1005	21,7093	21,726	22,6	22,6794	21,7429	22,6059	23,3344	21,9011	22,3253	22,1525	22,541	23,5768	22,7441	23,4435	23,951	22,4589	22,8749	21,7487	24,0412	22,5564	24,8224	22,6739	21,0279	22,6411	23,5095	24,4953	22,1591	22,3466	23,1736	20,9311	21,7567	2	2	316	316	11139	28093	320850000	32	P04080	P04080	Cystatin-B	CSTB	480
25,2297	27,0699	27,4799	27,4175	27,3514	26,9924	26,7929	28,2598	28,1848	27,7533	28,1537	24,2407	28,1562	28,7354	28,6897	29,355	29,3254	28,7708	28,0816	27,9351	28,334	28,4966	26,6326	28,0062	29,2133	29,359	29,4493	29,6607	29,082	29,6586	29,8822	29,4101	29,5569	27,6515	30,1624	29,3879	28,6944	28,4847	29,3841	29,8943	26,5233	27,2902	27,5419	27,4044	27,25	22	22	682	682	38714	32331	94555000000	1404	P04083	P04083	Annexin A1	ANXA1	481
25,8233	22,2741	23,2415	22,6465	22,5652	25,7098	25,9796	21,9643	20,982	25,3039	21,988	20,0417	26,0452	21,2039	24,3361	25,2588	25,1126	24,0868	22,1641	21,9067	21,7514	21,6255	21,7483	21,8523	22,1985	22,106	23,0681	22,607	22,823	24,5369	24,6865	24,6321	24,398	22,9367	24,9875	24,9953	23,8815	22,7454	24,0346	24,6026	26,5364	22,6742	22,4153	25,4608	25,6548	2	2	95	95	27661	49682	1526300000	97	P04156	P04156	Major prion protein	PRNP	483
22,2343	22,974	24,2775	21,9947	22,7502	22,3494	23,0592	21,6596	20,7957	21,5205	22,7971	20,7093	21,2799	26,9579	27,1581	27,8982	27,6955	27,4666	26,6444	26,6495	27,3263	27,4772	20,9511	26,7634	27,3076	28,358	28,7254	27,4748	27,5584	28,0545	27,8832	26,96	27,4822	22,7074	28,1224	27,481	26,4708	27,0354	26,8075	27,794	23,1313	22,2346	21,8355	21,8915	22,6274	8	8	428	428	2475	19626	14470000000	277	P04179;P04179-4;P04179-2;P04179-3	P04179;P04179-4;P04179-2;P04179-3	Superoxide dismutase [Mn], mitochondrial	SOD2	484
